rank,layout_name,word_count,total_frequency,sequence_count,collision_count,collision_group_count,collided_word_count,collided_frequency,weighted_collision_score,weighted_collision_pairs,high_frequency_word_collision_count,average_candidate_ambiguity,first_2_character_ambiguity,first_3_character_ambiguity,channel_load_distribution,channel_entropy,entropy_balance_score,pinky_burden,ring_burden,core_channel_burden,hand_alternation_rate,convergence_auc,average_elimination_rate,average_uniqueness_step,reconstruction_confidence,intent_resolution_score,learnability_index,memorization_complexity,average_field_diversity,cognitive_grouping_score,mnemonic_quality,estimated_learning_difficulty,score,layout
50,evolved_rank_50,800,197112053607,750,50,39,89,69508707499,244933215.16599295,48279289037934066424,23,1.425243839801501,16.136766795782815,3.318763046182218,"{""0"": 113264105742, ""1"": 28726368727, ""2"": 40488695955, ""3"": 28046962382, ""4"": 7631085578, ""5"": 80855922975, ""6"": 101716558444, ""7"": 25656742849, ""8"": 87098792181, ""9"": 49235833927}",0.913054936203101,0.913054936203101,0.28877528973116534,0.2058305034912409,0.5053942067775937,0.46355674358050447,9.131797419174415,0.17281033038484953,11.996581390058756,0.5797057587499157,228287051192.78415,0.7115384615384616,0.4615384615384615,1.0,1.0,0.4,0.28846153846153844,231030222536.61218,"{""a"": 8, ""b"": 3, ""c"": 4, ""d"": 3, ""e"": 6, ""f"": 6, ""g"": 5, ""h"": 9, ""i"": 2, ""j"": 5, ""k"": 2, ""l"": 8, ""m"": 5, ""n"": 0, ""o"": 5, ""p"": 5, ""q"": 3, ""r"": 8, ""s"": 7, ""t"": 0, ""u"": 6, ""v"": 3, ""w"": 1, ""x"": 4, ""y"": 1, ""z"": 4}"
51,evolved_rank_51,800,197112053607,751,49,38,87,43496691748,118685810.99709979,23394403939650602899,24,1.2932154726328084,14.435714583590284,3.2197319760584233,"{""0"": 79317375224, ""1"": 134783, ""2"": 49090120337, ""3"": 20146761068, ""4"": 53430210702, ""5"": 90491677836, ""6"": 44966859593, ""7"": 90240660780, ""8"": 84329704900, ""9"": 50707563537}",0.9217292279559981,0.9217292279559981,0.2310646357128944,0.14986081802273268,0.619074546264373,0.37950750614269,8.838814183961631,0.17592907366963054,13.391035430581415,0.6749484961901658,229817852770.57016,0.7465131300885379,0.42828956637154014,1.0,0.9,0.5999999999999999,0.2534868699114621,232104165729.349,"{""a"": 9, ""b"": 4, ""c"": 3, ""d"": 7, ""e"": 0, ""f"": 5, ""g"": 6, ""h"": 7, ""i"": 4, ""j"": 4, ""k"": 4, ""l"": 2, ""m"": 8, ""n"": 6, ""o"": 5, ""p"": 4, ""q"": 1, ""r"": 7, ""s"": 2, ""t"": 8, ""u"": 3, ""v"": 8, ""w"": 0, ""x"": 9, ""y"": 2, ""z"": 2}"
52,evolved_rank_52,800,197112053607,763,37,29,66,23664833742,7267016.804547333,1432416605940903692,15,1.1499395082500954,13.849245286322029,3.257794013370248,"{""0"": 59451641881, ""1"": 63078182014, ""2"": 1057733422, ""3"": 18234397141, ""4"": 82386683501, ""5"": 28677414078, ""6"": 77857153632, ""7"": 62556864342, ""8"": 120185164822, ""9"": 49235833927}",0.9117702763942647,0.9117702763942647,0.19314627058038075,0.3256735121715545,0.48118021724806476,0.432781862383192,9.431716640151837,0.1802671208904034,12.132928012607696,0.8042387491485723,229665770658.22098,0.7442482531933268,0.3525058226889108,1.0,1.0,0.4,0.25575174680667323,232561126451.59622,"{""a"": 8, ""b"": 4, ""c"": 4, ""d"": 3, ""e"": 6, ""f"": 5, ""g"": 6, ""h"": 9, ""i"": 1, ""j"": 7, ""k"": 2, ""l"": 7, ""m"": 1, ""n"": 0, ""o"": 4, ""p"": 5, ""q"": 0, ""r"": 7, ""s"": 7, ""t"": 8, ""u"": 6, ""v"": 3, ""w"": 0, ""x"": 4, ""y"": 1, ""z"": 2}"
53,evolved_rank_53,800,197112053607,753,47,36,83,44355631787,59514380.1322674,11731001687018867448,28,1.3673771446386491,17.731888059106886,4.176687598635841,"{""0"": 92411684166, ""1"": 39431135472, ""2"": 13533318762, ""3"": 68910803823, ""4"": 109910046136, ""5"": 64208478646, ""6"": 40534081826, ""7"": 86160066616, ""8"": 36751308511, ""9"": 10870144802}",0.9240382236495955,0.9240382236495955,0.1835400071221602,0.13538224923917277,0.681077743638667,0.5719090890565101,9.22260564441641,0.1775621172711104,12.560260066196571,0.6870447470047092,230882994370.57947,0.7184733136280805,0.1884222879063983,1.0,0.9,0.20000000000000007,0.28152668637191947,232791809001.4323,"{""a"": 5, ""b"": 9, ""c"": 3, ""d"": 6, ""e"": 0, ""f"": 6, ""g"": 4, ""h"": 3, ""i"": 1, ""j"": 2, ""k"": 9, ""l"": 5, ""m"": 8, ""n"": 4, ""o"": 4, ""p"": 5, ""q"": 1, ""r"": 0, ""s"": 8, ""t"": 7, ""u"": 2, ""v"": 0, ""w"": 7, ""x"": 2, ""y"": 3, ""z"": 1}"
54,evolved_rank_54,800,197112053607,750,50,39,89,31905239249,73042725.55166513,14397601634541204222,19,1.3674146489204255,19.35633433631126,3.6729643746113823,"{""0"": 83426539709, ""1"": 81116920529, ""2"": 69986332630, ""3"": 42483256906, ""4"": 51034278618, ""5"": 66352496255, ""6"": 16043304877, ""7"": 27345829330, ""8"": 112379475165, ""9"": 12552634741}",0.9299099141897349,0.9299099141897349,0.17056261046258253,0.34385845214643285,0.4855789373909846,0.5022659402097984,9.1916071898084,0.17538476158149413,12.68723702065468,0.744138060437675,230091567231.1347,0.6851978054951651,0.54934064834945,1.0,1.0,0.4,0.314802194504835,232861010846.5522,"{""a"": 5, ""b"": 3, ""c"": 3, ""d"": 6, ""e"": 8, ""f"": 3, ""g"": 7, ""h"": 8, ""i"": 4, ""j"": 5, ""k"": 6, ""l"": 0, ""m"": 4, ""n"": 0, ""o"": 1, ""p"": 5, ""q"": 5, ""r"": 0, ""s"": 7, ""t"": 2, ""u"": 5, ""v"": 0, ""w"": 1, ""x"": 4, ""y"": 9, ""z"": 5}"
55,evolved_rank_55,800,197112053607,759,41,34,75,47230836421,23714515.394946523,4674416829792726164,21,1.265956651882492,20.00806854923835,3.3239613374244317,"{""0"": 87849153097, ""1"": 76676798496, ""2"": 32396965713, ""3"": 115236734814, ""4"": 74900154918, ""5"": 23433377488, ""6"": 11094727166, ""7"": 7122469938, ""8"": 40534081826, ""9"": 93476605304}",0.8997748840203189,0.8997748840203189,0.3222302637442837,0.20829303686866277,0.46947669938705355,0.3306858951013696,9.370396592372828,0.17594727660685827,12.055813876085605,0.6978711838711973,230296293403.2792,0.7434733136280806,0.1884222879063983,1.0,1.0,0.20000000000000007,0.25652668637191944,233373587900.7808,"{""a"": 9, ""b"": 4, ""c"": 7, ""d"": 8, ""e"": 1, ""f"": 8, ""g"": 0, ""h"": 3, ""i"": 4, ""j"": 6, ""k"": 3, ""l"": 5, ""m"": 6, ""n"": 9, ""o"": 3, ""p"": 2, ""q"": 7, ""r"": 2, ""s"": 4, ""t"": 0, ""u"": 1, ""v"": 2, ""w"": 0, ""x"": 1, ""y"": 5, ""z"": 5}"
56,evolved_rank_56,800,197112053607,741,59,47,106,64118647655,413256218.9402792,81457781981182435244,29,1.5297565073934762,20.391787909089377,5.191613354621651,"{""0"": 76881624556, ""1"": 76581663257, ""2"": 7122631442, ""3"": 152773455041, ""4"": 67396764687, ""5"": 31926220686, ""6"": 70495063975, ""7"": 27538225274, ""8"": 9812449536, ""9"": 42192970306}",0.8869845508489221,0.8869845508489221,0.21160500552145703,0.1535291951719103,0.6348657993066327,0.5232176504946074,9.01577300726867,0.17498567722175665,12.912984322850203,0.588652377811153,231544542822.09418,0.8184733136280804,0.1884222879063983,1.0,0.8999999999999999,0.5999999999999999,0.18152668637191954,233711017024.30823,"{""a"": 3, ""b"": 8, ""c"": 2, ""d"": 7, ""e"": 3, ""f"": 5, ""g"": 1, ""h"": 1, ""i"": 3, ""j"": 2, ""k"": 0, ""l"": 0, ""m"": 4, ""n"": 4, ""o"": 0, ""p"": 5, ""q"": 2, ""r"": 9, ""s"": 1, ""t"": 6, ""u"": 4, ""v"": 5, ""w"": 9, ""x"": 6, ""y"": 7, ""z"": 8}"
57,evolved_rank_57,800,197112053607,752,48,35,83,29752579586,54118625.55818456,10667433422162034580,17,1.3496731708727543,17.327313366221805,3.1523728516312985,"{""0"": 49655502505, ""1"": 28726368727, ""2"": 26714618697, ""3"": 89777493895, ""4"": 117339855639, ""5"": 23905149582, ""6"": 81360542055, ""7"": 0, ""8"": 119222301340, ""9"": 26019236320}",0.8751944598587847,0.8751944598587847,0.13448001687897562,0.26291652877511146,0.6026034543459129,0.387758051635223,9.684485066614531,0.173494492744189,11.761408912512442,0.795214824677944,231890702835.72836,0.6234846926971092,0.521717691009636,0.9,1.0,0.20000000000000007,0.3765153073028908,234309309783.01575,"{""a"": 4, ""b"": 3, ""c"": 6, ""d"": 3, ""e"": 6, ""f"": 3, ""g"": 4, ""h"": 8, ""i"": 3, ""j"": 2, ""k"": 2, ""l"": 5, ""m"": 6, ""n"": 0, ""o"": 4, ""p"": 0, ""q"": 8, ""r"": 9, ""s"": 2, ""t"": 8, ""u"": 5, ""v"": 0, ""w"": 1, ""x"": 4, ""y"": 1, ""z"": 4}"
58,evolved_rank_58,800,197112053607,749,51,41,92,66276582953,266183333.92435524,52467943585787490312,28,1.4396206367509665,19.76392372517828,3.6002397822199868,"{""0"": 55604877101, ""1"": 65184422725, ""2"": 50293567349, ""3"": 139283342062, ""4"": 28785800417, ""5"": 38609728359, ""6"": 129775914262, ""7"": 12552634741, ""8"": 35508446589, ""9"": 7122335155}",0.8809885971876866,0.8809885971876866,0.11147123457492773,0.17893922034212195,0.7095895450829504,0.42737259691917606,9.071714063221396,0.17294498708325257,12.928515647566163,0.5832903379223734,232662720199.84372,0.7942482531933267,0.3525058226889108,1.0,1.0,0.5999999999999999,0.20575174680667327,234714539961.39676,"{""a"": 1, ""b"": 5, ""c"": 9, ""d"": 1, ""e"": 6, ""f"": 5, ""g"": 6, ""h"": 2, ""i"": 0, ""j"": 0, ""k"": 2, ""l"": 8, ""m"": 8, ""n"": 3, ""o"": 6, ""p"": 4, ""q"": 4, ""r"": 3, ""s"": 4, ""t"": 3, ""u"": 8, ""v"": 5, ""w"": 0, ""x"": 8, ""y"": 7, ""z"": 2}"
59,evolved_rank_59,800,197112053607,747,53,40,93,47149685924,288364816.9252248,56840181252137652594,23,1.3380245087489355,16.078952135322115,3.3775458015996094,"{""0"": 99943397464, ""1"": 39043681311, ""2"": 82538967371, ""3"": 11094565662, ""4"": 48242403247, ""5"": 134783, ""6"": 80986491420, ""7"": 25548652797, ""8"": 132078157199, ""9"": 43244617506}",0.876574171340085,0.876574171340085,0.2544564668344941,0.3040970882556084,0.44144644490989754,0.5147509761165028,8.988372779726104,0.175259319173882,13.249338183259914,0.6611129554401447,231660798164.97937,0.646513130088538,0.42828956637154014,1.0,0.9,0.20000000000000007,0.35348686991146205,234740544358.69324,"{""a"": 0, ""b"": 9, ""c"": 4, ""d"": 6, ""e"": 8, ""f"": 7, ""g"": 4, ""h"": 0, ""i"": 4, ""j"": 7, ""k"": 6, ""l"": 9, ""m"": 3, ""n"": 8, ""o"": 6, ""p"": 9, ""q"": 5, ""r"": 1, ""s"": 8, ""t"": 2, ""u"": 1, ""v"": 9, ""w"": 9, ""x"": 0, ""y"": 2, ""z"": 1}"
60,evolved_rank_60,800,197112053607,753,47,37,84,55994993848,105116013.14141393,20719633217284498546,24,1.3437403502430652,14.715255013831348,3.6580713090414148,"{""0"": 46526579720, ""1"": 84245843314, ""2"": 69986494134, ""3"": 46455487413, ""4"": 58378881691, ""5"": 13024444991, ""6"": 102574622849, ""7"": 42331419863, ""8"": 60116692379, ""9"": 39080602406}",0.9584376584107215,0.9584376584107215,0.15213075692126143,0.2565436833760537,0.5913255597026849,0.5091586081680692,9.102563529290192,0.175566050325847,13.080343971949961,0.6194497090900577,233202996917.03104,0.7934733136280805,0.1884222879063983,1.0,1.0,0.4,0.20652668637191948,235388317423.13974,"{""a"": 4, ""b"": 3, ""c"": 4, ""d"": 7, ""e"": 6, ""f"": 3, ""g"": 7, ""h"": 8, ""i"": 6, ""j"": 2, ""k"": 4, ""l"": 8, ""m"": 3, ""n"": 0, ""o"": 1, ""p"": 1, ""q"": 8, ""r"": 9, ""s"": 7, ""t"": 2, ""u"": 5, ""v"": 0, ""w"": 1, ""x"": 9, ""y"": 9, ""z"": 5}"
61,evolved_rank_61,800,197112053607,730,70,52,122,67732905016,164401081.23677197,32405434737791360176,34,1.4971851694589604,19.632396475654055,4.305808747384789,"{""0"": 65008042265, ""1"": 85067500705, ""2"": 29097624486, ""3"": 1566580472, ""4"": 109650339290, ""5"": 42331419863, ""6"": 28677414078, ""7"": 69986494134, ""8"": 128086827781, ""9"": 3248825686}",0.8665976464542029,0.8665976464542029,0.12129787161054652,0.37879215888557766,0.4999099695038758,0.6087504182052546,8.983583861644387,0.1747892007533827,13.141443905219452,0.5592499781306385,232764673865.55673,0.7184733136280805,0.1884222879063983,1.0,0.8999999999999999,0.20000000000000007,0.28152668637191947,235483346242.16608,"{""a"": 4, ""b"": 1, ""c"": 2, ""d"": 5, ""e"": 8, ""f"": 6, ""g"": 5, ""h"": 1, ""i"": 0, ""j"": 7, ""k"": 3, ""l"": 2, ""m"": 2, ""n"": 4, ""o"": 8, ""p"": 6, ""q"": 3, ""r"": 1, ""s"": 5, ""t"": 7, ""u"": 0, ""v"": 9, ""w"": 4, ""x"": 3, ""y"": 0, ""z"": 9}"
62,evolved_rank_62,800,197112053607,761,39,33,72,66863952232,186968121.8015486,36853670447346951680,21,1.4065543383652015,14.444278658471092,2.990293382652211,"{""0"": 83995979084, ""1"": 18234416219, ""2"": 93985336649, ""3"": 50925055191, ""4"": 59577742679, ""5"": 77095466549, ""6"": 38101126034, ""7"": 26019397824, ""8"": 35469173307, ""9"": 79317375224}",0.9538288745558875,0.9538288745558875,0.2902207921019801,0.09543554081658977,0.6143436670814302,0.3727858228604231,9.536701654340275,0.16999152168700504,11.980188466968205,0.6042771138617474,234262594244.20294,0.7434733136280806,0.1884222879063983,1.0,1.0,0.20000000000000007,0.25652668637191944,236506247254.0122,"{""a"": 2, ""b"": 8, ""c"": 4, ""d"": 1, ""e"": 9, ""f"": 6, ""g"": 3, ""h"": 3, ""i"": 4, ""j"": 7, ""k"": 5, ""l"": 0, ""m"": 5, ""n"": 2, ""o"": 5, ""p"": 0, ""q"": 3, ""r"": 7, ""s"": 8, ""t"": 0, ""u"": 4, ""v"": 1, ""w"": 9, ""x"": 2, ""y"": 6, ""z"": 1}"
63,evolved_rank_63,800,197112053607,747,53,43,96,78247009407,498864343.3482016,98332175188671558222,27,1.540104673615045,18.278520241098285,3.8026629515029384,"{""0"": 10377867325, ""1"": 75855709824, ""2"": 103265086693, ""3"": 113264124820, ""4"": 25548652797, ""5"": 104374168154, ""6"": 63143641238, ""7"": 25493987984, ""8"": 21975289331, ""9"": 19422540594}",0.894185460727127,0.894185460727127,0.05295769000557867,0.1738534499349354,0.773188860059486,0.5415451604910333,9.058210908726956,0.1714363125988941,13.2012213009108,0.5255227185067557,235163182934.61505,0.7442482531933268,0.3525058226889108,1.0,1.0,0.4,0.25575174680667323,236888423271.3323,"{""a"": 1, ""b"": 7, ""c"": 0, ""d"": 2, ""e"": 6, ""f"": 4, ""g"": 0, ""h"": 2, ""i"": 5, ""j"": 4, ""k"": 0, ""l"": 8, ""m"": 8, ""n"": 3, ""o"": 5, ""p"": 7, ""q"": 1, ""r"": 2, ""s"": 1, ""t"": 3, ""u"": 2, ""v"": 9, ""w"": 9, ""x"": 0, ""y"": 7, ""z"": 3}"
64,evolved_rank_64,800,197112053607,758,42,34,76,49435005011,243112611.1376337,47920426039098999260,17,1.2722663221296484,16.391104967003713,3.4188345334050547,"{""0"": 120185164822, ""1"": 41004845931, ""2"": 46406695897, ""3"": 76131975721, ""4"": 21204475412, ""5"": 106063254635, ""6"": 88692132531, ""7"": 161504, ""8"": 46349896976, ""9"": 16682465331}",0.8843129552876782,0.8843129552876782,0.24322464139222397,0.1552363111256755,0.6015390474821005,0.5023687497862643,9.228198685658894,0.17769544679411464,13.13873934660802,0.6546550259035879,234927781345.41403,0.7323303189170896,0.3922322702763681,1.0,1.0,0.4,0.26766968108291045,237218606000.05603,"{""a"": 0, ""b"": 8, ""c"": 4, ""d"": 1, ""e"": 6, ""f"": 6, ""g"": 5, ""h"": 3, ""i"": 5, ""j"": 7, ""k"": 4, ""l"": 8, ""m"": 3, ""n"": 2, ""o"": 5, ""p"": 2, ""q"": 3, ""r"": 1, ""s"": 8, ""t"": 0, ""u"": 4, ""v"": 3, ""w"": 9, ""x"": 9, ""y"": 3, ""z"": 1}"
65,evolved_rank_65,800,197112053607,752,48,39,87,67871150090,332056809.14853895,65452399565456177077,21,1.555118446557112,17.940862183744272,4.626122609878878,"{""0"": 62580429883, ""1"": 100911813096, ""2"": 24798155774, ""3"": 121242879166, ""4"": 36429234040, ""5"": 82818611134, ""6"": 24118991575, ""7"": 508892849, ""8"": 68191993151, ""9"": 41120068092}",0.89822514758494,0.89822514758494,0.1842840151756041,0.30051088476149207,0.5152051000629039,0.5784554708107958,9.48933286818033,0.1750584652297061,12.174912791577631,0.5807798620943115,234884549524.29785,0.7184733136280805,0.1884222879063983,1.0,0.9,0.20000000000000007,0.28152668637191947,237495366415.53107,"{""a"": 3, ""b"": 2, ""c"": 5, ""d"": 2, ""e"": 5, ""f"": 4, ""g"": 9, ""h"": 1, ""i"": 9, ""j"": 7, ""k"": 3, ""l"": 4, ""m"": 6, ""n"": 0, ""o"": 8, ""p"": 0, ""q"": 2, ""r"": 1, ""s"": 1, ""t"": 3, ""u"": 6, ""v"": 8, ""w"": 0, ""x"": 7, ""y"": 5, ""z"": 4}"
66,evolved_rank_66,800,197112053607,736,64,51,115,88474137202,588088002.8235717,115919233938193426894,33,1.680883209859845,18.50675685498237,3.711985695774904,"{""0"": 0, ""1"": 40534216609, ""2"": 100911813096, ""3"": 114321839164, ""4"": 16173895490, ""5"": 20063688398, ""6"": 63143641238, ""7"": 118615889376, ""8"": 34999715244, ""9"": 53956370145}",0.874466903716689,0.874466903716689,0.09588475203869137,0.13422979171447222,0.7698854562468364,0.630759196789756,9.216075053628359,0.1678430943184583,12.71911057204858,0.4625912559249084,235850894520.1332,0.7415384615384615,0.4615384615384615,0.9,1.0,0.5999999999999999,0.25846153846153846,237536843810.62943,"{""a"": 9, ""b"": 5, ""c"": 5, ""d"": 1, ""e"": 6, ""f"": 1, ""g"": 7, ""h"": 2, ""i"": 7, ""j"": 4, ""k"": 3, ""l"": 8, ""m"": 8, ""n"": 3, ""o"": 7, ""p"": 5, ""q"": 1, ""r"": 2, ""s"": 2, ""t"": 3, ""u"": 8, ""v"": 9, ""w"": 4, ""x"": 9, ""y"": 7, ""z"": 3}"
67,evolved_rank_67,800,197112053607,749,51,40,91,69330116873,446133207.1515635,87938232643921829059,24,1.512186860866913,15.187456723898126,3.503100058420163,"{""0"": 44335487456, ""1"": 41667721970, ""2"": 11094727166, ""3"": 119359758687, ""4"": 21835847549, ""5"": 37046332646, ""6"": 66392447846, ""7"": 101766559805, ""8"": 69986332630, ""9"": 49235853005}",0.9286478108087663,0.9286478108087663,0.1662836983644344,0.1984181165386938,0.6352981850968717,0.4335633415567305,9.21555796389079,0.17038831117662243,12.963181736737067,0.5787034424461451,235371975191.43518,0.6442482531933268,0.3525058226889108,1.0,1.0,0.0,0.3557517468066732,237543407384.3241,"{""a"": 7, ""b"": 1, ""c"": 4, ""d"": 3, ""e"": 6, ""f"": 7, ""g"": 4, ""h"": 9, ""i"": 3, ""j"": 2, ""k"": 0, ""l"": 5, ""m"": 2, ""n"": 0, ""o"": 3, ""p"": 1, ""q"": 5, ""r"": 7, ""s"": 5, ""t"": 8, ""u"": 4, ""v"": 6, ""w"": 1, ""x"": 5, ""y"": 1, ""z"": 9}"
68,evolved_rank_68,800,197112053607,754,46,36,82,30519544259,13737140.920449538,2707756057518562704,19,1.2587086664708618,14.746639548307023,3.469135179355242,"{""0"": 104148468091, ""1"": 30887246380, ""2"": 43617618740, ""3"": 46526598798, ""4"": 125091408968, ""5"": 79798897871, ""6"": 72065521698, ""7"": 11389455014, ""8"": 38101126034, ""9"": 11094727166}",0.9072387757740266,0.9072387757740266,0.20479630434123858,0.12259781309774181,0.6726058825610196,0.39421948007951724,9.737427864697612,0.17786008120765623,12.255924940017005,0.7726246402497611,235825790532.1518,0.7184733136280805,0.1884222879063983,1.0,0.9,0.20000000000000007,0.28152668637191947,237967891307.38055,"{""a"": 4, ""b"": 5, ""c"": 6, ""d"": 0, ""e"": 0, ""f"": 8, ""g"": 1, ""h"": 4, ""i"": 2, ""j"": 9, ""k"": 2, ""l"": 7, ""m"": 9, ""n"": 3, ""o"": 6, ""p"": 2, ""q"": 5, ""r"": 0, ""s"": 4, ""t"": 5, ""u"": 1, ""v"": 3, ""w"": 1, ""x"": 7, ""y"": 8, ""z"": 3}"
69,evolved_rank_69,800,197112053607,747,53,47,100,71658205314,270148667.41732275,53249558613822940433,27,1.4278499923862853,16.128528988772608,3.2887180315033713,"{""0"": 60509221442, ""1"": 122351089342, ""2"": 36960879864, ""3"": 104374329658, ""4"": 64912344586, ""5"": 26165608977, ""6"": 33141571475, ""7"": 35360921751, ""8"": 66392447846, ""9"": 12552653819}",0.9260818014009444,0.9260818014009444,0.1298367509537142,0.33541224536680525,0.5347510036794806,0.38834331207227885,9.291566407096687,0.17169456193770927,12.723224929466909,0.5657348621578151,235333556416.24622,0.8184733136280804,0.1884222879063983,1.0,0.8999999999999999,0.5999999999999999,0.18152668637191954,237980513145.16287,"{""a"": 4, ""b"": 7, ""c"": 6, ""d"": 2, ""e"": 8, ""f"": 7, ""g"": 4, ""h"": 1, ""i"": 3, ""j"": 3, ""k"": 0, ""l"": 2, ""m"": 2, ""n"": 0, ""o"": 3, ""p"": 1, ""q"": 5, ""r"": 6, ""s"": 5, ""t"": 1, ""u"": 4, ""v"": 8, ""w"": 0, ""x"": 5, ""y"": 9, ""z"": 9}"
70,evolved_rank_70,800,197112053607,752,48,38,86,32354555461,49241597.553999916,9706112416758351129,20,1.3326028133861,16.112951939552058,3.133634048100976,"{""0"": 66272698806, ""1"": 28726368727, ""2"": 52733693513, ""3"": 1689086481, ""4"": 180582, ""5"": 97968122261, ""6"": 54372338774, ""7"": 64943186543, ""8"": 92823189001, ""9"": 103192204072}",0.8819435321459469,0.8819435321459469,0.3011525821335057,0.21600321096177186,0.48284420690472246,0.3431091208035565,9.756122403434395,0.17374583190654005,12.040683220925638,0.7724757934772624,234978470461.19,0.8365384615384616,0.4615384615384615,1.0,0.9,1.0,0.16346153846153844,238012796443.4438,"{""a"": 9, ""b"": 8, ""c"": 5, ""d"": 5, ""e"": 0, ""f"": 5, ""g"": 3, ""h"": 9, ""i"": 5, ""j"": 4, ""k"": 2, ""l"": 5, ""m"": 6, ""n"": 6, ""o"": 7, ""p"": 0, ""q"": 0, ""r"": 2, ""s"": 2, ""t"": 8, ""u"": 8, ""v"": 9, ""w"": 1, ""x"": 9, ""y"": 1, ""z"": 4}"
71,evolved_rank_71,800,197112053607,743,57,46,103,39342630382,37190744.84336772,7330744091250156668,27,1.3000685434333048,21.48942370895462,4.060428080520881,"{""0"": 93476766808, ""1"": 16173733986, ""2"": 127489310514, ""3"": 1689086481, ""4"": 25236848473, ""5"": 65488223327, ""6"": 136498466740, ""7"": 23433358410, ""8"": 69986467413, ""9"": 3248806608}",0.8288684810753929,0.8288684810753929,0.17188902066372314,0.15311351606020504,0.6749974632760718,0.482731160497074,9.769666326827954,0.18060627601068222,12.045487669449564,0.731849175234188,235834279462.18253,0.6934846926971092,0.521717691009636,1.0,1.0,0.4,0.3065153073028908,238036552798.44138,"{""a"": 0, ""b"": 2, ""c"": 4, ""d"": 4, ""e"": 6, ""f"": 5, ""g"": 3, ""h"": 6, ""i"": 5, ""j"": 0, ""k"": 2, ""l"": 7, ""m"": 6, ""n"": 0, ""o"": 2, ""p"": 4, ""q"": 8, ""r"": 2, ""s"": 2, ""t"": 8, ""u"": 6, ""v"": 9, ""w"": 1, ""x"": 5, ""y"": 7, ""z"": 5}"
72,evolved_rank_72,800,197112053607,741,59,44,103,41852878395,33140524.89435309,6532396919539844527,26,1.3621209593823904,19.435514172396363,4.5553372100787275,"{""0"": 31975175335, ""1"": 64943186543, ""2"": 81080917370, ""3"": 50074434145, ""4"": 40488695955, ""5"": 3128922785, ""6"": 50400108267, ""7"": 114819916694, ""8"": 125300980321, ""9"": 508731345}",0.8712065691215444,0.8712065691215444,0.05772648028192873,0.3380789833997471,0.6041945363183241,0.4347589945983194,9.418506029827155,0.17852515413900413,13.092597020927958,0.7104062388451883,236799161402.82178,0.7684846926971092,0.521717691009636,1.0,0.9,0.7999999999999999,0.23151530730289083,239174602379.96677,"{""a"": 8, ""b"": 3, ""c"": 6, ""d"": 8, ""e"": 7, ""f"": 3, ""g"": 3, ""h"": 8, ""i"": 4, ""j"": 7, ""k"": 4, ""l"": 8, ""m"": 2, ""n"": 6, ""o"": 1, ""p"": 5, ""q"": 7, ""r"": 7, ""s"": 7, ""t"": 2, ""u"": 3, ""v"": 0, ""w"": 0, ""x"": 9, ""y"": 0, ""z"": 2}"
73,evolved_rank_73,800,197112053607,754,46,38,84,51653068781,39264463.042506635,7739498944084637885,24,1.3528461939048566,17.638091251800205,4.853207758625003,"{""0"": 108221094438, ""1"": 128593859169, ""2"": 78797754266, ""3"": 29784083071, ""4"": 31258823054, ""5"": 74784344298, ""6"": 9812591962, ""7"": 3637654130, ""8"": 36751308511, ""9"": 61079555861}",0.8844079747333893,0.8844079747333893,0.3008606922645837,0.2938314857205383,0.40530782201487797,0.5308279653902498,9.282698943865492,0.17925863371474923,13.166231646880048,0.6522917193098229,236036400379.30298,0.7934733136280805,0.1884222879063983,1.0,1.0,0.4,0.20652668637191948,239262944314.74908,"{""a"": 9, ""b"": 6, ""c"": 2, ""d"": 4, ""e"": 1, ""f"": 5, ""g"": 2, ""h"": 5, ""i"": 1, ""j"": 6, ""k"": 3, ""l"": 9, ""m"": 8, ""n"": 0, ""o"": 0, ""p"": 7, ""q"": 0, ""r"": 1, ""s"": 8, ""t"": 2, ""u"": 4, ""v"": 4, ""w"": 3, ""x"": 7, ""y"": 3, ""z"": 5}"
74,evolved_rank_74,800,197112053607,748,52,38,90,57634264812,121096807.31141603,23869640374404385885,22,1.4513997753044576,15.212587894038926,3.6392373572913015,"{""0"": 132874836818, ""1"": 14713647177, ""2"": 112546237026, ""3"": 53648914875, ""4"": 51765277881, ""5"": 9812591962, ""6"": 64943186543, ""7"": 36537466518, ""8"": 25548491293, ""9"": 60330418667}",0.9027728598674198,0.9027728598674198,0.3433410728884613,0.07154901549842585,0.5851099116131129,0.5572980560414611,9.39888047206737,0.17378181387521321,13.104706250436362,0.6138688962941378,238162101434.67133,0.646513130088538,0.42828956637154014,1.0,0.9,0.20000000000000007,0.35348686991146205,240440329120.16162,"{""a"": 4, ""b"": 5, ""c"": 3, ""d"": 0, ""e"": 0, ""f"": 8, ""g"": 1, ""h"": 9, ""i"": 2, ""j"": 5, ""k"": 4, ""l"": 7, ""m"": 9, ""n"": 3, ""o"": 6, ""p"": 2, ""q"": 1, ""r"": 0, ""s"": 7, ""t"": 2, ""u"": 1, ""v"": 3, ""w"": 0, ""x"": 4, ""y"": 0, ""z"": 9}"
